Days since first case,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,e1_2_action,Number of Tweet,c7_2_action,c6_3_action,e2_2_action,e1_1_action,e2_1_action,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,c6_2_action,c1_3_action,c4_4_action,temperature,h2_2_action,c2_2_action,c8_4_action,c4_1_action,c2_3_action,c5_2_action,c5_1_action,c3_2_action,h3_1_action,h2_3_action,h2_1_action,c4_3_action,c8_3_action,h1_2_action,urbanPopulation,population_density,cvd_death_rate,gdp_per_capita,diabetes_prevalence,life_expectancy,aged_65_older_sum,clear-day,clear-night,cloudy,partly-cloudy-day,partly-cloudy-night,rain,wind-fog-snow
146,0,0,1,0,0,0,124,1,0,0,115,0,0,0,0,1,0,0,0,0,0,0,0,70.64,86,0,0,0,0,0,0,0,114,0,0,0,38,149,54.084,85.129,370.946,23313.199,9.74,76.05,29.54,0,0,1,0,0,0,0
40,1,0,0,0,0,0,0,1,0,0,0,41,29,0,0,1,0,0,0,0,38,42,0,75.99,0,0,43,0,41,0,41,41,40,0,43,38,0,35,40.766,622.962,224.644,20292.745,22.02,74.99,16.829,0,0,0,1,0,0,0
111,0,0,1,0,0,0,17,4,0,0,0,0,85,0,0,1,0,0,0,0,0,0,0,72.38,71,0,0,0,0,0,96,0,0,0,0,44,0,114,79.388,83.479,175.695,24574.382,4.55,82.24,34.92,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,70.87,2,0,0,0,0,0,0,0,2,0,0,2,0,2,61.931,207.566,331.43,1561.767,1.91,62.05,3.756,0,1,0,0,0,0,0
11,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,12,23,12,78.39,0,0,9,0,12,0,0,22,0,0,12,0,0,12,0,0,197.0668846,21655.2437,13.17,81.88,16.17296,0,0,0,0,1,0,0
42,0,1,0,0,0,0,5,1,2,0,20,0,0,0,0,0,0,0,1,0,16,23,21,58.65,0,0,24,0,4,0,20,32,0,0,73,0,0,69,92.501,402.606,93.32,33132.32,6.74,82.97,19.092,1,0,0,0,0,0,0
33,1,0,0,0,0,0,0,26,4,0,0,0,0,0,0,1,0,0,0,0,4,7,5,75.24,0,0,10,0,4,4,0,13,0,0,34,0,0,34,51.157,209.588,181.013,5338.454,2.42,54.69,4.198,0,0,1,0,0,0,0
36,1,0,0,0,0,0,0,1.214285714,33,0,0,0,37,0,0,0,1,0,0,0,0,38,0,79.05,37,0,48,0,0,0,46,47,0,0,0,2,0,20,42.484,104.7,325.721,1390.3,2.42,54.7,3.823,0,0,0,0,1,0,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,82.4,0,0,0,0,0,0,0,23,23,0,0,23,23,14,34.5,64.699,217.288,2683.304,5.75,65.46,4.982,1,0,0,0,0,0,0
53,0,0,1,0,0,0,25,1,0,0,30,0,0,0,0,0,0,1,0,0,0,0,33,43.23,29,5,0,0,0,0,0,45,0,0,0,0,11,54,73.921,137.176,227.485,32605.906,6.82,79.38,30.607,0,0,0,1,0,0,0
52,0,0,0,1,0,0,0,0,45,0,0,53,0,0,0,0,0,1,0,0,19,57,1,78.47,0,0,53,0,1,0,0,61,0,0,52,0,0,53,45.866,16.426,176.957,7824.362,17.11,74.62,6.132,0,0,0,0,1,0,0
96,0,0,1,0,0,0,62,1,0,0,77,0,0,1,0,0,0,0,0,0,0,0,0,55.39,0,0,0,0,0,0,22,0,0,29,0,0,5,127,57.242,73.726,253.782,22669.797,5.59,78.49,32.777,0,0,1,0,0,0,0
159,0,1,0,0,0,0,0,1,30,30,0,59,19,1,0,0,0,0,0,0,0,0,139,100.64,0,0,0,0,30,30,0,139,0,70,0,0,75,146,60.308,147.674,261.899,15308.712,9.74,76.91,16.57,0,0,0,1,0,0,0
15,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,64.49,0,0,0,0,0,0,0,6,0,0,15,6,4,17,66.856,46.754,200.38,12294.876,5.52,64.13,8.397,0,0,1,0,0,0,0
96,0,1,0,0,0,0,0,89,0,0,36,5,0,1,0,0,0,0,0,0,0,50,0,52.9,0,0,0,0,0,0,0,0,97,0,97,0,18,77,91.698,347.778,79.37,39002.223,5.72,84.63,45.542,0,0,0,0,0,1,0
35,1,0,0,0,0,0,0,1,30,0,0,0,33,0,0,0,0,0,0,1,30,35,0,62.2,0,0,30,0,30,30,0,43,0,30,0,0,0,36,17.313,494.869,191.375,1854.211,4.28,69.02,4.616,0,0,1,0,0,0,0
119,0,0,1,0,0,0,78,13.66666667,0,0,107,0,0,0,0,0,1,0,0,0,0,0,0,73.22,0,0,0,0,0,0,109,0,0,0,126,0,60,126,71.644,108.043,278.296,26777.561,7.55,76.88,30.553,0,0,0,1,0,0,0
5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.805,90.672,270.892,3645.07,4,69.82,6.797,1,0,0,0,0,0,0
30,0,0,1,0,0,0,2,1.5,17,0,7,0,0,0,0,1,0,0,0,0,18,22,10,21.44,6,0,17,0,19,0,0,22,0,0,0,0,0,31,73.921,137.176,227.485,32605.906,6.82,79.38,30.607,1,0,0,0,0,0,0
8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52.39,0,0,0,0,0,0,0,0,0,0,21,0,0,6,20.153,204.43,260.797,2442.804,7.26,70.78,9.021,1,0,0,0,0,0,0
7,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54.85,0,0,0,0,0,0,0,0,0,0,0,0,0,9,80.709,122.578,86.06,38605.671,4.77,82.66,32.797,0,0,0,0,0,1,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,80.57,0,0,0,0,0,0,0,7,7,0,0,7,7,0,34.5,64.699,217.288,2683.304,5.75,65.46,4.982,0,0,1,0,0,0,0
130,0,1,0,0,0,0,94,1,0,0,107,0,0,0,0,0,0,1,0,0,0,129,104,92.3,0,86,0,0,0,0,98,108,0,95,0,0,159,164,89.394,1935.907,151.689,43290.705,16.52,77.29,3.759,0,0,0,1,0,0,0
167,0,0,1,0,0,0,0,2.166666667,135,0,108,78,0,0,0,0,0,1,0,0,47,0,110,59.67,0,67,0,0,0,0,110,130,0,103,0,0,3,124,74.587,8.823,431.297,24765.954,6.18,72.58,23.571,0,0,1,0,0,0,0
29,0,0,1,0,0,0,19,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,37.59,0,9,16,0,0,0,6,20,15,0,30,19,0,20,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,0,0,1,0,0,0,0
36,1,0,0,0,0,0,0,1,27,0,0,37,0,0,1,0,0,0,0,0,0,27,0,72.87,0,27,27,0,0,0,0,27,6,0,5,27,0,37,41.77,7.479,435.727,661.24,6.1,53.28,5.906,0,0,1,0,0,0,0
56,0,1,0,0,0,0,7,2.6,35,0,0,0,7,0,1,0,0,0,0,0,12,38,36,86.91,81,22,35,0,0,34,0,36,0,0,0,0,0,93,85.443,14.98,266.342,37960.709,12.61,77.86,3.885,0,0,0,1,0,0,0
20,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.56,0,0,0,0,0,0,0,0,0,0,0,0,0,21,98.041,375.564,114.898,42658.576,4.29,81.63,31.42,0,0,1,0,0,0,0
91,0,0,1,0,0,0,69,1,60,0,60,0,0,0,0,0,1,0,0,0,0,79,68,54.52,31,78,69,0,0,0,0,82,59,0,0,0,0,94,54.084,85.129,370.946,23313.199,9.74,76.05,29.54,0,0,0,1,0,0,0
27,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,39.98,0,0,98,0,0,0,75,0,28,0,28,86,0,28,28.585,73.562,405.126,2851.153,3.94,54.33,7.153,0,0,1,0,0,0,0
79,0,1,0,0,0,0,0,1,72,0,0,0,0,0,0,0,1,0,0,0,59,88,56,86.81,80,29,0,0,0,66,0,91,80,0,0,0,74,80,30.852,81.721,202.104,5591.597,4.61,67.13,8.852,0,0,0,0,0,1,0
3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76.47,0,0,0,0,0,0,0,0,0,0,4,0,0,0,58.76,51.667,137.016,5321.444,11.47,74.48,8.964,0,1,0,0,0,0,0
31,1,0,0,0,0,0,0,1,8,0,25,0,0,1,0,0,0,0,0,0,19,8,0,77.16,0,0,8,0,8,8,0,8,32,0,32,33,0,32,23.279,11.833,280.995,1768.153,6.1,54.24,3.932,0,0,1,0,0,0,0
102,0,1,0,0,0,0,0,83,53,0,72,53,0,1,0,0,0,0,0,0,8,60,54,92.43,0,22,51,0,0,53,0,59,0,33,0,0,0,68,34.472,450.419,282.28,6426.674,10.39,69.66,9.403,1,0,0,0,0,0,0
104,0,0,0,0,0,1,0,4.6,96,0,0,86,86,0,0,1,0,0,0,0,1,105,100,33.48,0,0,86,0,95,101,0,105,0,0,79,0,0,104,69.773,10.202,204.299,6885.829,6.89,71.51,11.097,0,0,0,0,1,0,0
41,1,0,0,0,0,0,0,3,38,38,0,0,0,0,0,1,0,0,0,0,0,42,38,86.37,0,0,43,0,38,39,0,38,0,17,0,0,0,42,77.915,41.285,258.037,2705.406,6.05,67.11,6.593,0,0,0,1,0,0,0
3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,80.78,4,1,5,0,0,1,0,0,0,0,0,0,0,4,77.915,41.285,258.037,2705.406,6.05,67.11,6.593,0,0,0,1,0,0,0
112,0,1,0,0,0,0,0,1,60,0,46,41,0,0,0,0,0,0,1,0,0,60,0,91.59,0,13,0,0,0,0,0,60,0,39,0,0,108,113,76.607,96.254,260.942,26808.164,16.74,76.16,9.7,0,0,1,0,0,0,0
50,0,0,1,0,0,0,0,1,36,0,0,0,37,0,0,0,0,0,1,0,21,34,25,38.42,11,0,0,0,23,0,0,38,0,0,0,0,33,38,69.051,31.033,255.569,29481.252,4.02,78.74,32.943,0,0,0,1,0,0,0
89,0,0,1,0,0,0,67,2,63,0,67,0,0,0,0,0,0,1,0,0,0,78,76,55.44,12,12,0,0,0,64,0,79,95,0,0,0,0,116,63.405,69.874,126.459,67335.293,3.28,82.3,22.606,0,0,0,1,0,0,0
39,0,0,1,0,0,0,29,2,0,0,0,0,0,1,0,0,0,0,0,0,0,25,20,45.25,0,20,24,0,0,0,28,0,40,0,27,0,0,40,87.994,136.52,114.767,46682.515,6.41,80.9,32.002,1,0,0,0,0,0,0
40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,41,32,78.56,0,0,32,0,32,0,0,32,0,13,0,0,0,41,70.786,98.567,227.376,9673.367,11.62,75,16.17296,0,0,0,0,1,0,0
36,1,0,0,0,0,0,0,3,27,0,0,17,6,0,0,1,0,0,0,0,20,24,0,59.66,38,0,20,0,20,20,0,26,0,0,0,26,0,27,62.994,80.08,419.146,7485.013,7.14,76.68,10.978,0,0,1,0,0,0,0
114,0,0,0,1,0,0,0,0,110,0,0,53,0,0,0,0,0,0,0,1,0,119,0,82.16,0,0,164,0,0,0,0,122,0,66,0,69,0,0,100,256.496,197.0668846,49903.029,13.22,83.92,16.17296,0,0,0,0,1,0,0
88,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70.11,0,0,0,0,0,0,0,0,52,0,89,0,89,0,13.366,423.062,293.068,702.225,6.05,61.58,4.066,0,0,0,1,0,0,0
129,1,0,0,0,0,0,0,1.666666667,120,0,87,110,0,0,0,0,0,1,0,0,0,117,0,64.83,0,0,113,0,0,0,0,119,40,30,0,119,0,120,62.994,80.08,419.146,7485.013,7.14,76.68,10.978,0,0,0,0,1,0,0
162,0,1,0,0,0,0,0,2.5,0,0,96,91,0,0,0,0,0,0,0,1,0,0,0,91.3,0,63,0,0,0,0,0,110,0,89,0,0,17,163,76.607,96.254,260.942,26808.164,16.74,76.16,9.7,0,0,0,1,0,0,0
116,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63.83,0,0,0,0,0,0,0,0,0,65,0,0,102,0,79.044,46.858,443.129,17167.967,5.18,74.79,24.587,0,0,0,1,0,0,0
53,0,0,1,0,0,0,17,1,50,0,0,0,43,0,0,0,0,1,0,0,50,54,14,58.19,11,52,40,0,0,50,0,54,55,0,0,0,0,53,61.229,104.871,304.195,11803.431,10.08,78.57,21.831,0,0,0,1,0,0,0
65,0,0,1,0,0,0,20,22,0,0,7,0,0,1,0,0,0,0,0,0,24,29,8,50.27,2,0,21,0,8,0,24,28,43,0,0,0,0,67,80.565,93.105,99.403,34272.36,7.17,83.56,33.235,0,0,0,0,1,0,0
106,0,0,1,0,0,0,78,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,59.69,82,0,0,0,0,0,0,0,0,0,0,0,64,107,73.921,137.176,227.485,32605.906,6.82,79.38,30.607,0,0,1,0,0,0,0
121,0,0,0,0,1,0,0,0,0,0,110,12,0,1,0,0,0,0,0,0,0,0,0,83.03,104,0,0,0,0,0,81,119,12,0,0,28,0,104,13.25,18.22,561.494,3823.194,17.65,64.5,5.95,0,0,0,1,0,0,0
159,0,0,1,0,0,0,112,21,109,0,0,0,0,0,0,0,0,0,0,1,0,18,107,68.18,0,106,0,0,0,0,0,118,0,68,0,0,51,145,77.376,237.016,156.139,45229.245,8.31,81.33,37.41,0,0,1,0,0,0,0
147,0,0,1,0,0,0,0,410,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54.3,0,0,0,0,0,0,0,0,0,96,0,0,0,0,79.044,46.858,443.129,17167.967,5.18,74.79,24.587,1,0,0,0,0,0,0
42,0,0,1,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,47.54,0,1,0,5,0,0,1,5,20,0,51,0,5,44,80.565,93.105,99.403,34272.36,7.17,83.56,33.235,0,0,0,0,1,0,0
95,0,1,0,0,0,0,59,1,0,0,72,0,0,0,0,0,0,1,0,0,0,94,69,88.88,0,51,0,0,0,0,63,73,0,60,0,0,124,129,89.394,1935.907,151.689,43290.705,16.52,77.29,3.759,1,0,0,0,0,0,0
168,0,1,0,0,0,0,0,8.5,0,0,0,99,112,1,0,0,0,0,0,0,0,39,39,81.92,0,78,0,0,0,0,0,39,0,151,0,0,0,157,81.43,527.967,85.998,35938.374,6.8,83.03,22.536,0,0,0,1,0,0,0
56,0,1,0,0,0,0,0,5,4,0,0,0,27,1,0,0,0,0,0,0,18,85,21,88.99,0,0,40,0,18,0,36,56,44,0,57,0,0,57,55.985,145.725,342.864,11188.744,6.32,71.72,8.372,0,0,1,0,0,0,0
58,0,0,1,0,0,0,37,1,0,0,40,0,0,0,0,0,0,1,0,0,40,40,40,44.69,33,11,0,0,0,0,43,45,0,0,0,0,47,61,58.515,106.749,145.183,45436.686,6.35,81.54,32.95,1,0,0,0,0,0,0
22,0,0,0,0,0,1,0,24,7,8,2,4,0,0,0,0,1,0,0,0,0,11,8,69.7,0,0,11,0,8,4,0,16,0,0,23,0,0,64,91.991,16.177,191.032,18933.907,6.89,76.67,18.639,0,0,1,0,0,0,0
136,0,0,0,0,1,0,0,1,83,0,77,90,0,0,1,0,0,0,0,0,0,0,0,55.04,0,0,82,0,0,0,23,84,79,44,0,9,0,137,86.124,3.202,107.791,44648.71,5.07,83.44,25.633,0,0,1,0,0,0,0
85,0,0,0,0,1,0,0,0,0,0,0,57,0,0,0,0,0,1,0,0,0,89,0,86.1,0,34,0,0,0,0,46,85,0,37,0,16,0,86,94.859,304.128,310.496,23315.1805,21.52,80.07,15.044,0,0,0,1,0,0,0
118,0,1,0,0,0,0,0,2,0,0,54,0,0,0,0,0,0,0,0,1,0,78,59,90.52,0,61,61,0,0,0,38,70,0,42,0,0,0,75,86.789,112.442,317.84,67293.483,17.26,77.97,1.67,1,0,0,0,0,0,0
17,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34.97,0,0,0,0,0,0,0,0,9,0,17,0,3,6,81.43,527.967,85.998,35938.374,6.8,83.03,22.536,1,0,0,0,0,0,0
62,0,0,0,1,0,0,0,2,64,61,16,50,0,0,0,1,0,0,0,0,0,71,30,73.42,0,0,111,0,61,14,0,61,6,27,0,0,0,119,72.746,307.811,167.295,7292.458,8.87,73.32,13.69,0,0,1,0,0,0,0
52,1,0,0,0,0,0,0,2.5,43,0,10,33,0,0,0,0,0,1,0,0,36,40,0,59.47,54,0,36,0,36,36,0,42,0,0,0,42,0,43,62.994,80.08,419.146,7485.013,7.14,76.68,10.978,0,0,0,0,1,0,0
38,0,0,1,0,0,0,0,1.571428571,24,0,0,0,25,1,0,0,0,0,0,0,9,22,13,39.22,0,0,0,0,11,0,0,26,0,0,26,0,21,26,69.051,31.033,255.569,29481.252,4.02,78.74,32.943,0,0,1,0,0,0,0
40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.26,0,0,0,0,0,0,0,0,0,0,0,0,13,0,86.789,112.442,317.84,67293.483,17.26,77.97,1.67,1,0,0,0,0,0,0
115,0,1,0,0,0,0,37,1.2,43,0,37,0,0,0,0,0,1,0,0,0,0,51,0,97.87,7,5,44,0,0,0,35,59,0,0,0,53,0,63,50.692,135.132,109.861,16277.671,7.04,77.15,18.263,1,0,0,0,0,0,0
129,0,1,0,0,0,0,0,6,0,0,0,0,100,0,0,0,1,0,0,0,91,0,94,89.39,0,32,0,0,0,0,0,129,117,0,130,0,0,130,55.985,145.725,342.864,11188.744,6.32,71.72,8.372,0,0,0,1,0,0,0
71,0,1,0,0,0,0,0,19,27,24,5,0,0,0,0,0,0,1,0,0,0,32,24,90.37,54,0,20,0,24,27,0,27,0,0,0,0,0,78,47.149,351.873,370.437,7599.188,7.07,71.23,7.464,0,0,0,1,0,0,0
26,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.42,0,0,0,0,0,0,0,0,0,0,1,0,0,27,98.041,375.564,114.898,42658.576,4.29,81.63,31.42,0,0,0,0,1,0,0
115,0,0,0,0,0,1,0,1,0,0,112,113,0,0,0,1,0,0,0,0,0,0,0,45.01,0,0,0,0,0,0,104,0,116,14,0,0,0,116,95.426,19.751,160.708,20551.409,6.93,77.91,25.016,0,0,0,0,1,0,0
5,0,0,0,1,0,0,0,7,7,4,0,0,6,0,1,0,0,0,0,0,0,14,0,71.53,14,0,54,0,4,0,7,4,0,0,0,0,0,62,72.746,307.811,167.295,7292.458,8.87,73.32,13.69,0,1,0,0,0,0,0
50,0,1,0,0,0,0,0,1,48,47,0,47,45,1,0,0,0,0,0,0,0,50,47,49.04,0,0,50,0,36,47,0,54,0,4,0,0,0,50,57.54,6.681,466.792,24055.588,9.59,73.6,11.616,0,0,0,1,0,0,0
112,0,1,0,0,0,0,63,3,91,0,0,0,63,0,1,0,0,0,0,0,4,94,92,94.56,137,78,91,0,0,90,0,92,0,0,0,0,0,149,85.443,14.98,266.342,37960.709,12.61,77.86,3.885,0,0,0,1,0,0,0
130,0,0,1,0,0,0,102,1,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,63.52,106,0,0,7,0,0,0,0,0,0,0,0,88,131,73.921,137.176,227.485,32605.906,6.82,79.38,30.607,0,0,0,1,0,0,0
28,0,0,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45.05,0,0,0,0,0,0,0,0,6,0,37,0,0,30,80.565,93.105,99.403,34272.36,7.17,83.56,33.235,0,0,0,0,1,0,0
47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,48,39,79,0,3,39,0,0,0,0,39,0,20,0,0,0,48,70.786,98.567,227.376,9673.367,11.62,75,16.17296,0,1,0,0,0,0,0
18,0,0,0,1,0,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,71.78,0,0,2,0,2,2,0,2,9,0,0,0,0,19,81.828,222.873,266.653,14600.861,8.2,74.08,11.4,0,1,0,0,0,0,0
5,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.88,6,0,0,4,0,0,0,7,6,0,0,0,0,0,73.849,214.243,99.739,57410.166,5.59,83.78,31.08,0,0,1,0,0,0,0
115,1,0,0,0,0,0,0,2,0,0,0,105,112,0,1,0,0,0,0,0,15,115,117,57.98,0,106,113,0,0,0,110,117,114,65,0,0,0,134,27.507,87.324,218.637,2993.028,2.92,66.7,4.214,0,0,1,0,0,0,0
113,0,0,1,0,0,0,83,1,75,0,58,0,0,0,0,1,0,0,0,0,71,0,71,54.59,24,17,0,0,0,0,0,75,0,0,0,0,23,114,98.041,375.564,114.898,42658.576,4.29,81.63,31.42,0,0,0,1,0,0,0
79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78.91,0,0,0,0,0,0,0,0,80,0,0,80,0,71,34.5,64.699,217.288,2683.304,5.75,65.46,4.982,0,0,1,0,0,0,0
99,0,0,0,1,0,0,0,176.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,100,0,0,73,58.76,51.667,137.016,5321.444,11.47,74.48,8.964,0,1,0,0,0,0,0
47,1,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,1,0,0,0,13,48,0,77.95,49,0,46,0,13,36,0,48,46,0,0,48,0,94,34.936,23.258,431.388,4466.507,15.67,65.31,5.582,1,0,0,0,0,0,0
3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,91.223,231.447,128.275,94277.965,4.42,82.25,24.154,0,0,1,0,0,0,0
39,0,1,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,1,0,0,21,19,85.95,64,5,18,0,0,17,0,19,0,0,0,0,0,76,85.443,14.98,266.342,37960.709,12.61,77.86,3.885,0,0,0,1,0,0,0
116,0,1,0,0,0,0,0,97.5,0,0,0,0,87,0,0,0,0,1,0,0,78,145,81,90.29,0,19,0,0,0,0,0,116,104,0,117,0,0,117,55.985,145.725,342.864,11188.744,6.32,71.72,8.372,0,0,0,1,0,0,0
109,0,0,1,0,0,0,87,1,0,0,78,0,0,1,0,0,0,0,0,0,0,0,0,65.75,49,96,0,0,0,0,0,100,77,0,0,0,1,112,54.084,85.129,370.946,23313.199,9.74,76.05,29.54,0,0,0,1,0,0,0
54,1,0,0,0,0,0,0,1.6,43,0,0,0,30,0,0,0,1,0,0,0,0,44,30,60.1,0,44,0,0,0,39,0,53,55,0,55,0,46,53,21.225,104.957,182.634,1729.927,7.47,66.6,5.589,0,0,0,1,0,0,0
60,0,0,0,1,0,0,0,0,53,0,0,61,0,0,0,0,0,0,1,0,27,65,9,78.97,0,0,61,0,9,0,0,69,0,0,60,0,0,61,45.866,16.426,176.957,7824.362,17.11,74.62,6.132,0,0,0,0,1,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,83.69,0,0,0,0,0,0,0,4,4,0,0,4,4,0,34.5,64.699,217.288,2683.304,5.75,65.46,4.982,1,0,0,0,0,0,0
55,0,0,0,0,0,1,0,76,36,0,0,20,36,0,1,0,0,0,0,0,0,41,0,62.49,0,0,26,0,36,32,0,41,0,0,90,35,0,51,86.824,25.04,177.961,14103.452,8.11,75.88,13.612,0,0,0,0,1,0,0
125,0,1,0,0,0,0,3,1,51,0,39,0,0,0,0,0,1,0,0,0,51,51,51,91.38,148,17,0,0,0,0,45,77,0,0,0,0,0,148,100,7915.731,92.243,85535.383,10.99,83.62,19.971,0,0,0,1,0,0,0
2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.76,0,0,0,0,0,0,0,0,0,0,4,0,5,0,74.587,8.823,431.297,24765.954,6.18,72.58,23.571,0,0,1,0,0,0,0
87,0,0,0,1,0,0,49,49,57,0,0,0,49,0,0,0,1,0,0,0,61,71,55,63.96,0,0,0,0,57,0,59,64,115,62,0,0,74,60,82.459,35.608,151.089,54225.446,10.79,78.86,25.145,0,1,0,0,0,0,0
107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70.77,79,0,0,0,0,0,0,111,0,0,0,46,0,108,100,3457.1,230.1594146,33360.61836,8.31,79.93,29.49982051,0,1,0,0,0,0,0
112,1,0,0,0,0,0,0,1,116,0,0,0,0,0,0,1,0,0,0,0,49,123,124,80.09,0,9,157,0,0,116,0,124,113,0,113,0,0,113,80.393,3.623,341.862,17881.509,10.43,72.91,7.24,1,0,0,0,0,0,0
47,0,0,1,0,0,0,26,1.666666667,32,0,29,0,0,1,0,0,0,0,0,0,29,29,29,53.42,22,0,0,0,29,0,32,34,0,0,0,0,36,50,58.515,106.749,145.183,45436.686,6.35,81.54,32.95,0,0,1,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75.391,49.831,270.308,19082.62,9.59,76.68,8.622,0,0,0,1,0,0,0
32,0,0,0,0,1,0,0,0,30,0,21,0,0,0,0,1,0,0,0,0,15,31,7,86.78,15,30,87,0,0,7,0,30,0,0,0,0,0,15,13.25,18.22,561.494,3823.194,17.65,64.5,5.95,0,0,0,0,0,1,0
103,0,0,1,0,0,0,81,1,0,0,72,0,0,0,1,0,0,0,0,0,0,91,0,69.08,43,90,81,0,0,0,0,94,71,0,0,0,0,106,54.084,85.129,370.946,23313.199,9.74,76.05,29.54,0,0,0,1,0,0,0
58,0,0,0,0,0,1,0,48,39,0,0,23,39,0,0,0,0,1,0,0,0,44,0,62.97,0,0,29,0,39,35,0,44,0,0,93,38,0,54,86.824,25.04,177.961,14103.452,8.11,75.88,13.612,0,0,1,0,0,0,0
30,1,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,1,0,0,0,16,0,50.44,0,5,11,0,0,5,0,18,0,0,6,0,0,0,73.189,17.348,278.364,13913.839,6.73,76.88,10.068,0,0,0,0,1,0,0
97,0,0,0,1,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,1,0,98,0,80.48,0,0,89,0,0,0,0,0,0,70,0,0,0,98,70.786,98.567,227.376,9673.367,11.62,75,16.17296,0,1,0,0,0,0,0
61,0,1,0,0,0,0,0,1,52,0,36,27,0,0,0,0,0,0,1,0,30,55,52,89.64,70,9,0,0,0,52,0,50,107,0,0,0,40,110,37.405,1265.036,298.003,3523.984,8.38,72.59,8.36,1,0,0,0,0,0,0
57,0,0,0,1,0,0,0,0,46,0,0,34,48,0,0,0,0,0,1,0,0,0,0,79.86,0,0,55,0,0,0,0,68,0,0,58,25,0,58,0,0,197.0668846,21655.2437,13.17,81.88,16.17296,0,0,0,0,1,0,0
16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.16,39,0,0,0,0,0,0,0,0,0,0,0,39,39,100,7915.731,92.243,85535.383,10.99,83.62,19.971,0,0,0,0,0,1,0
28,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,74.18,0,0,5,0,0,0,0,8,0,0,29,10,0,29,51.157,209.588,181.013,5338.454,2.42,54.69,4.198,0,0,1,0,0,0,0
