Days since first case,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,e1_2_action,Number of Tweet,c7_2_action,c6_3_action,e2_2_action,e1_1_action,e2_1_action,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,c6_2_action,c1_3_action,c4_4_action,temperature,h2_2_action,c2_2_action,c8_4_action,c4_1_action,c2_3_action,c5_2_action,c5_1_action,c3_2_action,h3_1_action,h2_3_action,h2_1_action,c4_3_action,c8_3_action,h1_2_action,urbanPopulation,population_density,cvd_death_rate,gdp_per_capita,diabetes_prevalence,life_expectancy,aged_65_older_sum,clear-day,clear-night,cloudy,partly-cloudy-day,partly-cloudy-night,rain,wind-fog-snow
42,0,1,0,0,0,0,16,1.666666667,27,0,0,0,0,0,0,0,0,0,0,1,0,34,22,79.1,0,27,26,0,0,29,0,22,0,0,43,0,0,16,99.188,227.322,176.69,116935.6,16.52,80.23,1.924,0,0,0,1,0,0,0
6,0,0,1,0,0,0,0,1.25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45.04,0,0,0,1,0,0,0,1,0,0,13,0,3,13,71.644,108.043,278.296,26777.561,7.55,76.88,30.553,0,0,1,0,0,0,0
63,0,0,1,0,0,0,48,1,0,0,48,0,0,0,0,0,0,0,0,1,0,49,52,37.93,0,0,0,0,49,0,53,52,0,0,53,0,0,60,91.223,231.447,128.275,94277.965,4.42,82.25,24.154,1,0,0,0,0,0,0
111,1,0,0,0,0,0,0,1,112,0,0,74,10,0,0,0,0,1,0,0,60,112,0,55.08,0,60,118,0,0,0,82,112,111,0,111,112,0,112,37.861,43.951,405.994,1416.44,3.94,67.04,4.615,0,0,0,1,0,0,0
79,1,0,0,0,0,0,0,1,68,0,0,0,55,1,0,0,0,0,0,0,0,69,55,57.77,0,69,0,0,0,64,0,78,80,0,80,0,71,78,21.225,104.957,182.634,1729.927,7.47,66.6,5.589,0,0,0,1,0,0,0
109,1,0,0,0,0,0,0,1,28,0,0,0,4,0,0,0,1,0,0,0,28,112,102,66.46,0,65,18,0,0,107,0,114,107,0,110,0,0,110,24.361,213.759,213.333,1697.707,2.5,63.37,3.476,0,0,0,1,0,0,0
98,0,0,1,0,0,0,76,1,0,0,67,0,0,0,0,0,1,0,0,0,0,86,0,63.97,38,85,76,0,0,0,0,89,66,0,0,0,0,101,54.084,85.129,370.946,23313.199,9.74,76.05,29.54,1,0,0,0,0,0,0
12,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,12,0,77.21,0,0,0,0,3,0,0,14,0,0,65,14,0,69,31.158,664.463,170.05,16978.068,13.57,79.19,24.425,0,1,0,0,0,0,0
15,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38.48,0,0,0,0,0,0,0,0,0,0,16,0,24,16,70.736,205.859,113.151,35220.084,4.78,83.51,39.261,0,1,0,0,0,0,0
15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.044,46.858,443.129,17167.967,5.18,74.79,24.587,0,0,0,0,0,0,1
88,0,0,1,0,0,0,66,1,0,0,0,0,67,0,0,0,0,0,0,1,0,0,69,44.86,14,28,0,0,0,0,0,90,0,0,0,0,73,83,73.849,214.243,99.739,57410.166,5.59,83.78,31.08,0,0,0,1,0,0,0
6,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,44,0,0,44,65.764,112.371,127.842,27936.896,9.85,82.05,36.426,0,1,0,0,0,0,0
103,0,0,1,0,0,0,81,1.333333333,77,0,81,0,0,0,0,0,0,1,0,0,0,92,90,52.94,0,26,0,0,0,0,0,93,0,0,8,0,0,130,63.405,69.874,126.459,67335.293,3.28,82.3,22.606,0,0,0,0,0,1,0
135,0,1,0,0,0,0,98,657,95,0,113,0,0,1,0,0,0,0,0,0,79,0,0,72.64,0,72,117,0,0,0,113,125,2,0,166,1,0,162,92.501,402.606,93.32,33132.32,6.74,82.97,19.092,0,0,0,1,0,0,0
120,0,0,1,0,0,0,98,1,0,0,89,0,0,0,0,0,0,1,0,0,0,0,0,70.15,60,0,0,0,0,0,0,0,88,0,0,0,12,123,54.084,85.129,370.946,23313.199,9.74,76.05,29.54,1,0,0,0,0,0,0
94,0,1,0,0,0,0,58,1,0,0,71,0,0,0,0,0,1,0,0,0,0,93,68,88.8,0,50,0,0,0,0,62,72,0,59,0,0,123,128,89.394,1935.907,151.689,43290.705,16.52,77.29,3.759,1,0,0,0,0,0,0
81,0,0,1,0,0,0,0,0,0,0,0,78,0,0,1,0,0,0,0,0,0,0,0,62.81,53,39,0,0,0,0,0,85,0,0,0,20,27,82,100,3457.1,230.1594146,33360.61836,8.31,79.93,29.49982051,0,1,0,0,0,0,0
131,0,1,0,0,0,0,0,2,0,0,67,0,0,0,0,0,0,0,1,0,0,91,72,92.36,0,74,74,0,0,0,51,83,0,55,0,0,0,88,86.789,112.442,317.84,67293.483,17.26,77.97,1.67,1,0,0,0,0,0,0
90,0,0,1,0,0,0,0,4.709677419,0,0,0,81,16,1,0,0,0,0,0,0,0,0,75,63.04,0,29,0,0,0,0,75,75,53,53,0,0,84,128,65.764,112.371,127.842,27936.896,9.85,82.05,36.426,0,0,1,0,0,0,0
129,0,0,1,0,0,0,107,1,0,0,107,0,0,0,0,1,0,0,0,0,0,0,0,54.3,13,0,0,0,0,0,13,0,0,0,0,0,0,156,63.405,69.874,126.459,67335.293,3.28,82.3,22.606,0,0,1,0,0,0,0
127,0,1,0,0,0,0,0,11,0,0,67,36,0,0,0,0,1,0,0,0,0,81,0,62.05,0,0,0,0,0,0,0,0,128,0,128,0,49,108,91.698,347.778,79.37,39002.223,5.72,84.63,45.542,0,0,1,0,0,0,0
124,0,0,1,0,0,0,109,1,0,0,109,0,0,0,0,0,0,1,0,0,0,0,0,53.42,0,0,0,0,0,0,0,0,0,54,0,0,0,121,91.223,231.447,128.275,94277.965,4.42,82.25,24.154,0,0,0,1,0,0,0
122,0,0,1,0,0,0,75,13,72,0,0,0,59,0,0,0,0,1,0,0,0,0,70,51.89,0,69,0,0,0,0,0,81,73,31,0,0,14,108,77.376,237.016,156.139,45229.245,8.31,81.33,37.41,0,0,0,1,0,0,0
139,0,1,0,0,0,0,0,3.454545455,0,0,73,68,0,0,0,0,0,1,0,0,0,87,0,89.33,0,40,21,0,0,0,0,87,0,66,0,0,0,140,76.607,96.254,260.942,26808.164,16.74,76.16,9.7,0,0,0,0,0,1,0
106,0,0,0,1,0,0,0,1,108,0,0,33,105,0,0,0,0,0,1,0,108,108,0,77.65,0,0,0,0,0,0,33,108,33,0,108,33,0,124,56.192,398.448,430.548,1653.173,6.65,64,7.754,0,0,0,0,1,0,0
120,1,0,0,0,0,0,0,4,82,0,85,15,0,0,0,0,0,0,0,1,0,0,0,70.73,21,91,88,82,0,0,8,86,0,0,0,0,0,83,42.73,97.999,525.432,10550.206,17.31,71.99,8.05,1,0,0,0,0,0,0
123,0,0,0,1,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,1,0,129,18,81.51,0,84,0,0,0,0,0,123,0,100,0,0,0,0,93.36,37.312,197.0668846,21655.2437,10.97,80.22,16.17296,0,0,0,0,1,0,0
90,1,0,0,0,0,0,0,1,87,0,0,0,0,1,0,0,0,0,0,0,87,91,86,75.83,0,24,0,0,0,0,91,86,91,0,91,0,11,84,51.615,49.127,272.509,752.788,2.42,64.1,4.813,0,0,1,0,0,0,0
13,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,25.2,0,0,0,0,0,0,0,0,0,1,0,0,0,14,93.855,3.404,117.992,46482.958,5.31,82.99,23.638,0,0,0,0,1,0,0
133,0,1,0,0,0,0,0,1,119,0,0,52,52,0,1,0,0,0,0,0,117,134,134,99.41,104,78,113,0,0,43,0,134,134,0,0,0,0,140,70.678,88.125,218.612,15663.986,8.83,70.6,5.143,1,0,0,0,0,0,0
32,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,32,27,89.25,33,27,11,0,0,27,0,27,0,0,0,0,0,32,30.947,87.176,335.346,6570.102,6.86,69.5,5.453,0,0,0,1,0,0,0
11,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,40.8,0,1,0,0,0,0,0,3,0,0,5,2,12,12,73.921,137.176,227.485,32605.906,6.82,79.38,30.607,0,0,0,0,1,0,0
118,0,0,0,1,0,0,0,12,106,31,68,68,0,1,0,0,0,0,0,0,0,117,0,78.33,119,55,80,0,0,0,30,116,119,0,0,116,0,105,68.059,55.133,128.346,22267.037,8.33,78.51,12.948,0,0,0,0,1,0,0
137,0,0,1,0,0,0,107,1,0,0,82,0,0,0,0,0,0,0,1,0,0,0,0,54.02,48,41,0,0,0,0,0,99,0,0,0,13,47,138,98.041,375.564,114.898,42658.576,4.29,81.63,31.42,0,0,0,1,0,0,0
34,0,0,0,1,0,0,0,1,36,0,0,0,33,0,0,0,1,0,0,0,36,36,36,76.33,0,4,5,0,0,18,0,36,0,0,36,0,0,52,56.192,398.448,430.548,1653.173,6.65,64,7.754,0,1,0,0,0,0,0
35,1,0,0,0,0,0,0,1.8,30,0,0,14,0,1,0,0,0,0,0,0,24,53,0,75.22,36,4,78,0,0,0,0,57,0,0,0,57,0,36,19.899,0,280.775,1569.888,10.43,57.85,5.473,0,0,1,0,0,0,0
85,0,0,1,0,0,0,0,1,0,0,63,0,0,0,0,1,0,0,0,0,0,0,0,52.56,0,65,0,0,0,0,62,0,0,0,86,75,13,76,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,1,0,0,0,0,0,0
86,1,0,0,0,0,0,0,0,77,0,0,0,78,0,1,0,0,0,0,0,77,82,86,66.91,0,0,0,0,77,82,0,86,86,0,86,0,84,87,35.771,44.304,311.11,1510.459,6.05,66.32,5.778,1,0,0,0,0,0,0
78,0,0,1,0,0,0,48,3,40,0,23,0,0,0,0,1,0,0,0,0,36,0,36,50.82,0,0,34,0,36,0,0,40,41,0,53,0,0,79,98.041,375.564,114.898,42658.576,4.29,81.63,31.42,1,0,0,0,0,0,0
72,0,1,0,0,0,0,0,7,51,42,0,0,0,0,0,0,0,1,0,0,0,48,52,51.5,27,0,0,0,48,51,0,52,0,0,0,0,0,59,60.308,147.674,261.899,15308.712,9.74,76.91,16.57,1,0,0,0,0,0,0
122,0,0,0,1,0,0,0,17,105,0,0,98,0,0,0,0,1,0,0,0,0,106,0,78.26,103,44,0,0,0,0,3,106,113,0,0,101,0,123,81.828,222.873,266.653,14600.861,8.2,74.08,11.4,0,0,0,0,1,0,0
129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.46,0,0,0,0,0,0,0,0,0,0,0,130,0,121,34.5,64.699,217.288,2683.304,5.75,65.46,4.982,1,0,0,0,0,0,0
97,0,0,0,0,0,1,0,1,0,0,94,95,0,0,0,0,0,0,1,0,0,0,0,53.93,0,0,89,0,0,0,86,100,98,0,98,0,0,98,95.426,19.751,160.708,20551.409,6.93,77.91,25.016,0,0,0,0,0,1,0
80,0,0,1,0,0,0,58,2,49,0,49,0,0,0,0,0,0,0,0,1,0,68,57,62.63,20,67,58,0,0,0,0,71,48,0,0,0,0,83,54.084,85.129,370.946,23313.199,9.74,76.05,29.54,0,0,1,0,0,0,0
18,0,1,0,0,0,0,0,1,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,69.3,0,25,19,0,0,0,0,32,19,0,19,0,0,19,27.309,64.281,427.698,2896.913,7.11,71.1,5.621,1,0,0,0,0,0,0
79,1,0,0,0,0,0,0,1,0,0,0,74,74,0,0,0,0,0,1,0,0,0,0,77.17,0,0,44,0,0,0,0,81,0,0,44,81,0,80,43.136,15.196,268.024,2014.306,2.42,59.31,4.005,0,0,0,0,1,0,0
81,0,1,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,1,0,53,64,42,59.53,0,0,0,0,54,50,0,77,82,0,82,0,84,77,25.754,54.422,597.029,1803.987,9.59,64.83,3.918,1,0,0,0,0,0,0
114,0,1,0,0,0,0,0,2,0,0,31,73,0,0,0,0,0,0,1,0,0,115,100,96.89,71,67,0,0,0,0,0,100,31,0,0,0,0,130,36.907,255.573,423.031,5034.708,8.35,67.27,7.275,0,0,0,1,0,0,0
75,0,0,0,1,0,0,0,1,77,74,29,63,0,0,1,0,0,0,0,0,0,84,43,70.1,0,1,124,0,0,27,0,74,19,40,0,0,0,132,72.746,307.811,167.295,7292.458,8.87,73.32,13.69,0,0,0,0,0,1,0
129,0,0,0,1,0,0,125,0,0,0,0,0,60,1,0,0,0,0,0,0,47,0,0,80.5,0,0,0,0,0,0,0,0,0,80,0,47,0,188,100,1308.82,139.547,50669.315,13,82.59,16.17296,0,1,0,0,0,0,0
36,0,1,0,0,0,0,0,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.692,135.132,109.861,16277.671,7.04,77.15,18.263,1,0,0,0,0,0,0
18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,58.67,0,6,0,0,0,0,0,0,19,0,19,0,13,6,88.758,594.561,266.591,13367.565,12.71,78.93,13.944,1,0,0,0,0,0,0
74,0,0,0,1,0,0,0,0,0,0,0,0,75,0,1,0,0,0,0,0,44,83,0,79.55,75,0,75,0,0,0,0,86,0,0,0,44,0,0,48.116,207.973,197.0668846,21655.2437,13.67,79.07,16.17296,0,0,0,0,1,0,0
78,1,0,0,0,0,0,0,1,0,0,0,6,67,0,0,0,0,0,1,0,0,80,0,73.77,0,23,81,0,0,0,79,79,0,6,0,76,0,73,40.766,622.962,224.644,20292.745,22.02,74.99,16.829,1,0,0,0,0,0,0
53,0,1,0,0,0,0,0,0,40,0,30,7,0,1,0,0,0,0,0,0,0,40,0,49.52,0,3,0,0,0,0,34,52,0,0,0,0,0,0,75.391,49.831,270.308,19082.62,9.59,76.68,8.622,0,0,0,1,0,0,0
132,1,0,0,0,0,0,0,9,113,0,49,87,0,0,0,0,1,0,0,0,5,0,0,35.26,0,77,113,0,0,0,113,123,0,77,0,123,0,134,66.856,46.754,200.38,12294.876,5.52,64.13,8.397,1,0,0,0,0,0,0
87,0,0,1,0,0,0,0,0,0,0,0,84,0,1,0,0,0,0,0,0,0,0,0,64.25,59,45,0,0,0,0,0,91,0,0,0,26,33,88,100,3457.1,230.1594146,33360.61836,8.31,79.93,29.49982051,0,1,0,0,0,0,0
118,0,0,1,0,0,0,88,1.833333333,80,0,63,0,0,1,0,0,0,0,0,0,76,0,76,55.87,29,22,0,0,0,0,0,80,0,0,0,0,28,119,98.041,375.564,114.898,42658.576,4.29,81.63,31.42,0,0,0,1,0,0,0
42,0,0,0,1,0,0,0,2,59,0,55,9,0,0,0,0,0,0,1,0,56,55,56,80.81,0,6,0,0,0,56,0,58,0,0,72,0,101,69,93.576,376.232,108.094,35044.67,12.9,80.1,24.997,0,1,0,0,0,0,0
94,0,0,0,1,0,0,0,2.833333333,0,0,107,61,0,0,1,0,0,0,0,0,0,107,0,82.5,0,0,0,0,0,108,0,110,0,0,124,15,153,121,93.576,376.232,108.094,35044.67,12.9,80.1,24.997,0,0,0,0,1,0,0
131,0,1,0,0,0,0,0,6,0,0,0,62,75,0,0,0,0,0,1,0,0,2,2,77.49,0,41,0,0,0,0,0,2,0,114,0,0,117,120,81.43,527.967,85.998,35938.374,6.8,83.03,22.536,0,0,0,1,0,0,0
120,1,0,0,0,0,0,0,3,0,0,0,79,11,0,0,0,0,1,0,0,0,0,117,92.29,0,62,0,0,0,0,0,0,0,96,0,0,0,121,77.915,41.285,258.037,2705.406,6.05,67.11,6.593,0,0,1,0,0,0,0
10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,63.59,0,0,0,0,0,0,0,0,0,0,42,0,0,43,100,232.128,132.235,65530.537,15.84,75.49,3.459,1,0,0,0,0,0,0
179,0,1,0,0,0,0,101,8.333333333,107,0,0,0,10,0,0,0,0,1,0,0,0,0,0,94.4,71,0,0,0,0,0,99,0,0,0,0,0,10,127,50.692,135.132,109.861,16277.671,7.04,77.15,18.263,0,0,0,1,0,0,0
19,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88.99,42,0,0,0,0,0,0,0,0,0,0,0,42,42,100,7915.731,92.243,85535.383,10.99,83.62,19.971,0,0,1,0,0,0,0
122,0,0,0,1,0,0,0,695,93,0,0,0,0,0,1,0,0,0,0,0,93,100,0,63.22,0,30,0,0,0,0,93,99,123,0,86,93,102,99,80.444,66.444,152.783,17336.469,13.06,75.05,11.178,0,0,0,0,0,1,0
39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,80.54,0,0,14,0,0,0,0,40,40,0,0,40,0,31,34.5,64.699,217.288,2683.304,5.75,65.46,4.982,0,0,1,0,0,0,0
116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73.46,0,0,0,0,0,0,0,120,0,9,0,55,0,117,100,3457.1,230.1594146,33360.61836,8.31,79.93,29.49982051,0,1,0,0,0,0,0
45,0,0,0,1,0,0,0,0,38,0,0,46,0,0,0,0,0,1,0,0,12,50,0,75.95,0,12,46,0,0,0,0,54,0,0,45,54,0,46,45.866,16.426,176.957,7824.362,17.11,74.62,6.132,0,0,0,0,1,0,0
78,0,1,0,0,0,0,0,3,0,0,0,0,49,0,1,0,0,0,0,0,40,107,43,90.9,0,0,62,0,40,0,58,78,66,0,79,0,0,79,55.985,145.725,342.864,11188.744,6.32,71.72,8.372,1,0,0,0,0,0,0
18,1,0,0,0,0,0,0,1.032679739,5,0,0,9,9,0,0,0,1,0,0,0,15,18,15,70.57,0,0,11,0,0,0,0,15,0,0,0,0,0,19,54.507,4.289,232.347,3597.633,2.42,64.92,4.93,0,1,0,0,0,0,0
74,0,0,0,1,0,0,0,0,0,0,0,75,0,0,0,0,0,0,1,0,41,79,23,77.37,0,6,75,0,0,0,0,83,0,0,74,0,0,75,45.866,16.426,176.957,7824.362,17.11,74.62,6.132,0,0,0,0,0,1,0
98,0,1,0,0,0,0,0,1,0,0,34,0,0,1,0,0,0,0,0,0,0,58,39,84.63,0,41,41,0,0,0,18,50,0,22,0,0,0,55,86.789,112.442,317.84,67293.483,17.26,77.97,1.67,1,0,0,0,0,0,0
111,0,0,0,0,0,1,0,1,0,0,108,109,0,0,0,0,0,0,1,0,0,0,0,45.71,0,0,103,0,0,0,100,0,112,10,0,0,0,112,95.426,19.751,160.708,20551.409,6.93,77.91,25.016,0,0,0,0,1,0,0
72,0,1,0,0,0,0,0,1,26,0,0,0,0,0,0,0,1,0,0,0,44,55,33,63.94,0,0,0,0,45,41,0,68,73,0,73,0,75,68,25.754,54.422,597.029,1803.987,9.59,64.83,3.918,0,0,0,1,0,0,0
17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,79.044,46.858,443.129,17167.967,5.18,74.79,24.587,0,0,0,1,0,0,0
16,0,0,0,0,0,1,0,31,1,0,3,0,0,0,1,0,0,0,0,0,1,5,0,55.2,0,0,3,0,1,3,0,5,1,0,0,1,0,5,63.986,66.939,140.448,10581.936,5.55,77.01,11.562,0,0,0,0,0,0,1
3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.05,0,0,0,0,0,0,0,0,0,0,4,0,0,0,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,0,0,0,0,1,0,0
113,0,0,0,1,0,0,0,2,96,0,0,89,0,0,1,0,0,0,0,0,37,97,0,78.76,94,35,97,0,0,0,0,97,104,0,0,92,0,114,81.828,222.873,266.653,14600.861,8.2,74.08,11.4,0,1,0,0,0,0,0
78,1,0,0,0,0,0,0,1.352941176,49,0,0,25,25,0,0,0,0,0,0,1,44,79,0,86.81,80,0,77,0,44,67,0,79,77,0,0,79,0,125,34.936,23.258,431.388,4466.507,15.67,65.31,5.582,1,0,0,0,0,0,0
159,0,0,1,0,0,0,60,102,6,0,101,0,0,0,0,0,1,0,0,0,0,0,6,63.79,58,0,0,0,0,0,0,122,137,0,0,0,19,161,80.565,93.105,99.403,34272.36,7.17,83.56,33.235,0,0,0,1,0,0,0
80,0,1,0,0,0,0,0,40,36,33,14,7,0,0,0,0,0,0,0,1,0,41,33,93.78,63,0,29,0,33,36,0,36,0,0,0,0,0,87,47.149,351.873,370.437,7599.188,7.07,71.23,7.464,0,0,0,1,0,0,0
81,0,0,0,1,0,0,0,0,0,0,0,82,0,0,0,0,0,0,1,0,48,86,0,74.78,0,13,82,0,0,0,0,90,0,0,81,3,0,82,45.866,16.426,176.957,7824.362,17.11,74.62,6.132,0,0,0,0,1,0,0
81,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,82,21,75.25,82,0,77,0,0,0,73,73,82,0,0,0,0,82,61.931,207.566,331.43,1561.767,1.91,62.05,3.756,0,0,0,0,1,0,0
75,0,0,1,0,0,0,34,1.5,0,0,63,0,0,0,1,0,0,0,0,0,0,0,0,61.07,0,65,0,70,0,0,65,70,0,0,82,0,16,82,71.644,108.043,278.296,26777.561,7.55,76.88,30.553,0,0,1,0,0,0,0
39,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.83,0,0,0,0,0,0,0,0,0,0,40,0,33,40,86.124,3.202,107.791,44648.71,5.07,83.44,25.633,0,0,0,0,0,1,0
93,0,0,0,1,0,0,55,31,63,0,0,0,55,0,0,1,0,0,0,0,67,77,61,51.73,0,0,0,0,63,0,65,70,121,68,0,0,80,66,82.459,35.608,151.089,54225.446,10.79,78.86,25.145,0,0,0,0,1,0,0
95,0,0,1,0,0,0,0,1,0,0,18,18,0,0,0,0,0,1,0,0,0,0,56,63.15,0,94,0,0,0,92,0,96,0,0,18,0,12,95,61.229,104.871,304.195,11803.431,10.08,78.57,21.831,0,0,0,1,0,0,0
27,0,0,0,0,0,1,0,151,8,0,0,0,8,0,1,0,0,0,0,0,0,13,0,63.72,0,0,0,0,8,4,0,13,0,0,62,7,6,23,86.824,25.04,177.961,14103.452,8.11,75.88,13.612,0,0,0,0,0,1,0
98,0,0,0,0,1,0,0,0,0,0,0,70,0,0,0,0,1,0,0,0,0,102,0,85.95,0,47,0,0,0,0,59,98,0,50,0,29,0,99,94.859,304.128,310.496,23315.1805,21.52,80.07,15.044,0,0,1,0,0,0,0
42,1,0,0,0,0,0,0,1,37,0,0,0,40,0,0,0,0,0,0,1,37,42,0,63.39,0,0,37,0,37,37,0,50,0,37,0,0,0,43,17.313,494.869,191.375,1854.211,4.28,69.02,4.616,0,0,0,0,0,1,0
168,0,0,1,0,0,0,0,2,0,0,46,123,0,0,0,0,0,1,0,0,0,146,0,67.43,143,63,0,0,0,0,0,146,0,0,0,0,9,169,70.736,205.859,113.151,35220.084,4.78,83.51,39.261,1,0,0,0,0,0,0
36,0,0,0,0,0,1,0,9,21,22,16,18,0,0,0,0,1,0,0,0,0,25,22,53.41,0,0,25,0,22,18,0,30,0,0,37,0,0,78,91.991,16.177,191.032,18933.907,6.89,76.67,18.639,0,1,0,0,0,0,0
56,0,1,0,0,0,0,0,1,15,15,0,20,0,1,0,0,0,0,0,0,0,51,41,78.97,41,0,39,0,15,40,0,42,0,0,0,0,0,89,100,232.128,132.235,65530.537,15.84,75.49,3.459,0,0,1,0,0,0,0
53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15,5,93.51,0,5,0,0,0,0,0,15,6,0,6,0,9,0,23.805,90.672,270.892,3645.07,4,69.82,6.797,1,0,0,0,0,0,0
90,1,0,0,0,0,0,0,1,90,0,92,91,0,0,1,0,0,0,0,0,0,0,0,38.59,0,0,155,0,0,0,0,0,92,0,95,42,0,182,70.172,4.044,237.372,15807.374,4.81,69.59,6.183,0,1,0,0,0,0,0
163,0,1,0,0,0,0,0,657.5,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,83.57,94,0,113,0,0,0,0,118,0,0,0,0,0,118,18.585,341.955,197.093,11669.077,10.68,76.98,15.4,0,0,0,0,0,1,0
146,0,1,0,0,0,0,0,312.4,0,0,12,0,0,1,0,0,0,0,0,0,43,97,0,85.65,77,0,96,0,0,0,0,101,0,0,0,0,0,101,18.585,341.955,197.093,11669.077,10.68,76.98,15.4,0,0,1,0,0,0,0
52,0,0,0,1,0,0,7,0,8,0,0,0,47,1,0,0,0,0,0,0,36,52,35,78.46,0,0,43,0,36,0,37,45,0,0,4,0,0,93,53.187,266.886,228.467,28763.071,10.97,73.51,15.833,0,0,0,0,1,0,0
124,0,0,0,1,0,0,0,0,0,0,68,68,0,0,0,0,0,0,1,0,0,125,0,80.9,0,0,116,0,0,0,0,0,0,97,0,0,0,125,70.786,98.567,227.376,9673.367,11.62,75,16.17296,0,1,0,0,0,0,0
9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,61.95,0,0,0,0,0,0,0,0,0,0,41,0,0,42,100,232.128,132.235,65530.537,15.84,75.49,3.459,1,0,0,0,0,0,0
57,0,0,1,0,0,0,37,1,0,0,48,0,0,0,0,0,0,0,0,1,0,0,0,39.84,0,42,0,0,0,0,0,42,0,45,0,43,38,58,93.855,3.404,117.992,46482.958,5.31,82.99,23.638,0,0,0,0,1,0,0
66,0,0,0,1,0,0,0,0,62,0,0,5,0,1,0,0,0,0,0,0,21,71,0,81.26,0,0,116,0,59,59,0,74,0,18,0,21,0,0,100,256.496,197.0668846,49903.029,13.22,83.92,16.17296,0,0,0,0,1,0,0
42,1,0,0,0,0,0,0,1,39,0,0,0,43,0,0,1,0,0,0,0,0,44,0,78.78,43,0,54,0,0,0,52,53,0,0,0,8,0,26,42.484,104.7,325.721,1390.3,2.42,54.7,3.823,0,0,1,0,0,0,0
66,0,1,0,0,0,0,0,1,43,34,0,10,10,0,0,0,0,0,0,1,0,63,44,59.88,33,7,47,0,0,42,0,64,0,0,0,0,0,96,59.039,65.032,496.218,9745.079,7.11,73.77,25.108,0,0,1,0,0,0,0
28,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,28,34,28,78.68,0,0,29,0,28,0,0,28,0,5,0,0,0,0,93.36,37.312,197.0668846,21655.2437,10.97,80.22,16.17296,0,0,0,0,1,0,0
49,1,0,0,0,0,0,0,1,26,0,43,0,0,0,0,0,0,1,0,0,37,26,0,82.77,0,0,26,0,26,26,0,26,50,0,50,51,0,50,23.279,11.833,280.995,1768.153,6.1,54.24,3.932,0,0,0,1,0,0,0
125,0,1,0,0,0,0,0,2,0,0,0,56,69,0,0,0,0,0,0,1,0,0,0,71.21,0,35,0,0,0,0,0,0,0,108,0,0,111,114,81.43,527.967,85.998,35938.374,6.8,83.03,22.536,0,0,1,0,0,0,0
14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.58,0,0,0,0,0,0,0,0,0,0,16,0,17,0,74.587,8.823,431.297,24765.954,6.18,72.58,23.571,0,0,1,0,0,0,0
50,0,0,1,0,0,0,40,1,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,43.46,0,30,37,0,0,0,27,41,36,0,51,40,0,41,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,1,0,0,0,0,0,0
